uniprot,entrez,symbol
Q3KNV8,10336,PCGF3
Q3KNW1,333929,SNAI3
Q3KNW5,345274,SLC10A6
Q3KP22,283129,MAJIN
Q3KP31,163049,ZNF791
Q3KP44,79722,ANKRD55
Q3KP66,55765,INAVA
Q3KPI0,90273,CEACAM21
Q3KPI9,5789,PTPRD
Q3KQU3,55700,MAP7D1
Q3KQV3,126375,ZNF792
Q3KQV9,91373,UAP1L1
Q3KQZ1,399512,SLC25A35
Q3KR05,129807,NEU4
Q3KR16,55200,PLEKHG6
Q3KR37,57476,GRAMD1B
Q3KRA6,130355,C2orf76
Q3KRA9,84964,ALKBH6
Q3KRB4,51650,MRPS33
Q3KRB6,55245,UQCC
Q3KRB8,89839,ARHGAP11B
Q3KRG8,634,CEACAM1
Q3L8U1,80205,CHD9
Q3LGB0,6696,opn
Q3LHN0,100131902,KRTAP25-1
Q3LHN1,100288323,KRTAP21-3
Q3LHN2,337969,KRTAP19-2
Q3LI54,728299,KRTAP19-8
Q3LI58,337977,KRTAP21-1
Q3LI59,337978,KRTAP21-2
Q3LI60,337985,KRTAP20-3
Q3LI61,337976,KRTAP20-2
Q3LI63,337975,KRTAP20-1
Q3LI64,337966,KRTAP6-1
Q3LI66,337967,KRTAP6-2
Q3LI68,100288287,KRTAP22-2
Q3LI70,337973,KRTAP19-6
Q3LI72,337972,KRTAP19-5
Q3LI73,337971,KRTAP19-4
Q3LI76,254950,KRTAP15-1
Q3LI77,284827,KRTAP13-4
Q3LI81,643812,KRTAP27-1
Q3LI83,643803,KRTAP24-1
Q3LIA3,1523,Nbla10317
Q3LIC1,84527,Nbla00121
Q3LIC9,9689,Nbla10236
Q3LID8,30010,Nbla00697
Q3LIE5,56985,ADPRM
Q3LXA3,26007,TKFC
Q3MHC9,23517,SKIV2L2
Q3MHD2,124801,LSM12
Q3MI94,147660,ZNF578
Q3MIH3,7311,UBA52
Q3MII6,4943,TBC1D25
Q3MIM1,286749,STON1-GTF2A1L
Q3MIN7,57139,RGL3
Q3MIP1,162073,ITPRIPL2
Q3MIR4,161291,TMEM30B
Q3MIS6,84436,ZNF528
Q3MIT2,150962,PUS10
Q3MIV0,337979,KRTAP22-1
Q3MIW9,135656,MUCL3
Q3MIX3,203054,ADCK5
Q3MJ13,256764,WDR72
Q3MJ16,123745,PLA2G4E
Q3MJ62,222696,ZSCAN23
Q3MN80,5619,P1
Q3MUY2,84992,PIGY
Q3SWU9,2956,MSH6
Q3SX64,284451,ODF3L2
Q3SXM0,285429,DCAF4L1
Q3SXM5,83693,HSDL1
Q3SXM8,266977,GPR110
Q3SXP7,85352,SHISAL1
Q3SXR2,80111,C3orf36
Q3SXY7,345193,LRIT3
Q3SXY8,200894,ARL13B
Q3SXZ3,255403,ZNF718
Q3SXZ7,164395,TTLL9
Q3SY00,254187,TSGA10IP
Q3SY17,147407,SLC25A52
Q3SY46,337960,KRTAP13-3
Q3SY49,170627,XAGE5
Q3SY52,284307,ZIK1
Q3SY56,80320,SP6
Q3SY69,160428,ALDH1L2
Q3SY77,167127,UGT3A2
Q3SY84,112802,KRT71
Q3SY89,728929,ELOA3B
Q3SYB3,653404,FOXD4L6
Q3SYC2,80168,MOGAT2
Q3SYF1,29934,SNX12
Q3SYF9,337974,KRTAP19-7
Q3SYG4,27241,BBS9
Q3SYI1,10089,KCNK7
Q3SYK8,4926,NUMA1
Q3T1B0,112399,EGLN3
Q3T7C7,54802,TRIT1
Q3T8J9,54856,GON4L
Q3T906,79158,GNPTAB
Q3V5L5,146664,MGAT5B
Q3V6T2,55704,CCDC88A
Q3YAB7,80333,KCNIP4
Q3YBM2,28959,TMEM176B
Q3YBR2,84897,TBRG1
Q3YEC7,55684,RABL6
Q3ZAQ7,203547,VMA21
Q3ZCM7,347688,TUBB8
Q3ZCN2,266747,RGL4
Q3ZCQ2,389289,ANXA2R
Q3ZCQ3,400451,FAM174B
Q3ZCQ5,387119,C6orf204
Q3ZCQ8,92609,TIMM50
Q3ZCT1,339324,ZNF260
Q3ZCT4,9575,CLOCK
Q3ZCT8,166348,KBTBD12
Q3ZCU0,100506127,GVQW3
Q3ZCU6,6400,SEL1L
Q3ZCV2,163747,LEXM
Q3ZCW0,22999,RIMS1
Q3ZCW2,29094,LGALSL
Q3ZCX4,374900,ZNF568
Q3ZK31,63826,SRR
Q3ZTS7,88455,ANKRD13
Q400G9,155185,AMZ1
Q400J6,9,NAT1
Q401N2,353174,ZACN
Q460N3,165631,PARP15
Q460N5,54625,PARP14
Q494R4,283152,CCDC153
Q494U1,84069,PLEKHN1
Q494V2,348807,CFAP100
Q494W8,89832,CHRFAM7A
Q494X3,342908,ZNF404
Q495A1,201633,TIGIT
Q495B1,348094,ANKDD1A
Q495C1,285498,RNF212
Q495G0,4603,MYBL1
Q495M3,153201,SLC36A2
Q495M9,124590,USH1G
Q495N2,285641,SLC36A3
Q495T6,79258,MMEL1
Q495U0,163786,SASS6
Q495U3,56666,PANX2
Q495V5,100287399,POTEB
Q495V9,266629,SEC14L3
Q495W5,170384,FUT11
Q495X7,166655,TRIM60
Q495Y8,441273,SPDYE2
Q496A3,221409,SPATS1
Q496F6,342510,CD300E
Q496H8,123904,NRN1L
Q496J9,22987,SV2C
Q496M4,120425,AMICA1
Q496M5,126520,PLK5
Q496Y0,79836,LONRF3
Q496Y1,55088,C10orf118
Q498B9,171023,ASXL1
Q498Y4,2300,FOXL1
Q498Y9,114907,FBXO32
Q499G6,2969,GTF2I
Q499G7,5594,MAPK1
Q499H0,10149,GPR64
Q499Y8,5602,MAPK10
Q499Z3,200172,SLFNL1
Q499Z4,79894,ZNF672
Q49A02,5793,PTPRG
Q49A12,7639,ZNF85
Q49A14,255101,CFAP65
Q49A17,442117,GALNTL6
Q49A26,84656,GLYR1
Q49A38,56917,MEIS3
Q49A55,121512,FGD4
Q49A56,2803,GOLGA4
Q49A63,4128,MAOA
Q49A88,64770,CCDC14
Q49A92,116328,C8orf34
Q49A97,55761,TTC17
Q49AA0,339559,ZFP69
Q49AC8,55612,FERMT1
Q49AD3,1496,CTNNA2
Q49AD9,55632,G2E3
Q49AE1,53405,CLIC5
Q49AE6,51247,PAIP2
Q49AF1,26273,FBXO3
Q49AG3,58486,ZBED5
Q49AH0,441549,CDNF
Q49AI2,670,BPHL
Q49AI5,51455,REV1
Q49AJ0,51059,FAM135B
Q49AJ5,151556,GPR155
Q49AK4,1630,DCC
Q49AL4,349565,NMNAT3
Q49AM1,80298,MTERF2
Q49AM3,64427,TTC31
Q49AM6,1287,COL4A5
Q49AM7,43849,KLK12
Q49AN0,1408,CRY2
Q49AN9,6637,SNRPG
Q49AR2,55322,C5orf22
Q49AS9,7073,TIAL1
Q49AT3,8706,B3GALNT1
Q49B96,90639,COX19
Q49MG5,79884,MAP9
Q49MI3,375298,CERKL
Q49SQ1,2856,GPR33
Q4AC94,26005,C2CD3
Q4AC99,390110,ACCSL
Q4ACW9,8742,TWEAK
Q4ACX1,23495,TACI
Q4ADV7,57589,RIC1
Q4AE62,79712,GTDC1
Q4F7X0,114,ADCY8
Q4FAT2,1908,EDN3
Q4FEB3,1215,CMA1
Q4FZ45,51077,DKFZp686O2396
Q4FZB7,51111,KMT5B
Q4G0A6,84182,MINDY4
Q4G0E8,55902,ACSS2
Q4G0F4,5442,POLRMT
Q4G0F5,112936,VPS26B
Q4G0G5,284402,SCGB2B2
Q4G0I0,283951,CCSMST1
Q4G0I1,150365,MEI1
Q4G0J3,51574,LARP7
Q4G0J6,90025,UBE2CBP
Q4G0M1,151176,ERFE
Q4G0N4,133686,NADK2
Q4G0N7,619208,FAM229B
Q4G0N8,285335,SLC9C1
Q4G0P3,54768,HYDIN
Q4G0R4,284656,EPHA10
Q4G0S4,339761,CYP27C1
Q4G0S7,100129792,CCDC152
Q4G0U5,200373,CFAP221
Q4G0U7,145282,MIPOL1
Q4G0W2,285193,DUSP28
Q4G0X0,1756,DMD
Q4G0X4,283219,KCTD21
Q4G0X5,90025,UBE3D
Q4G0X9,55036,CCDC40
Q4G0Y2,26033,ATRNL1
Q4G0Z0,100170229,LOC100170229
Q4G0Z6,133558,HEATR7B2
Q4G0Z9,157777,MCMDC2
Q4G104,23014,FBXO21
Q4G112,124535,HSF5
Q4G138,3953,LEPR
Q4G141,140894,CNBD2
Q4G146,117248,GALNT15
Q4G148,283464,GXYLT1
Q4G155,4253,CTAGE5
Q4G160,54413,NLGN3
Q4G163,286151,FBXO43
Q4G168,131034,CPNE4
Q4G176,197322,ACSF3
Q4G180,90649,ZNF486
Q4G1A2,79582,SPAG16
Q4G1B8,143471,PSMA8
Q4G1C4,284273,ZADH2
Q4G1C9,144321,GLIPR1L2
Q4GZS9,2952,GSTT1
Q4J6C6,9581,PREPL
Q4JDK3,26095,PTPN20
Q4JDL3,26095,PTPN20
Q4JHT5,8651,SOCS1
Q4JIV9,57689,NGL1
Q4JIW0,57689,NGL1
Q4JM46,10551,AGR2
Q4KMG0,50937,CDON
Q4KMG6,56133,PCDHB2
Q4KMG9,120939,TMEM52B
Q4KMP3,85002,FAM86B2
Q4KMP7,26000,TBC1D10B
Q4KMQ1,286262,TPRN
Q4KMQ2,196527,ANO6
Q4KMQ4,57623,ZFAT
Q4KMR3,4643,MYO1E
Q4KMT0,27291,C10orf28
Q4KMT7,7350,UCP1
Q4KMX1,80059,LRRTM4
Q4KMX6,51434,ANAPC7
Q4KMX7,80039,FAM106A
Q4KMY3,27291,C10orf28
Q4KMZ1,55721,IQCC
Q4KMZ8,79570,NKAIN1
Q4KN23,3813,KIR2DS3
Q4KN30,51348,KLRF1
Q4KR72,10481,HOXB13
Q4KWH8,23007,PLCH1
Q4L180,11259,FILIP1L
Q4L233,11076,FREP1
Q4L235,132949,AASDH
Q4LDE5,79987,SVEP1
Q4LDG9,83544,DNAL1
Q4LDR2,613212,CTXN3
Q4LE27,21,ABCA3 variant protein
Q4LE33,3371,TNC variant protein
Q4LE34,4542,MYO1F variant protein
Q4LE35,3679,ITGA7 variant protein
Q4LE36,47,ACLY variant protein
Q4LE38,8518,IKBKAP variant protein
Q4LE39,51742,ARID4B
Q4LE40,80017,C14orf159 variant protein
Q4LE43,5335,PLCG1 variant protein
Q4LE48,10274,STAG1 variant protein
Q4LE51,5290,PIK3CA variant protein
Q4LE53,2048,EPHB2 variant protein
Q4LE57,27067,STAU2 variant protein
Q4LE60,30000,TNPO2 variant protein
Q4LE62,8499,PPFIA2 variant protein
Q4LE63,491,ATP2B2 variant protein
Q4LE64,4926,NUMA1 variant protein
Q4LE65,5287,PIK3C2B variant protein
Q4LE67,1463,CSPG3 variant protein
Q4LE69,5297,PIK4CA variant protein
Q4LE70,324,APC variant protein
Q4LE73,10497,UNC13B variant protein
Q4LE74,4650,MYO9B variant protein
Q4LE79,1832,DSP variant protein
Q4LEZ3,441376,AARD
Q4QQH3,6546,SLC8A1
Q4QY38,613211,DEFB134
Q4TT70,8786,RGS11
Q4U2R6,51258,MRPL51
Q4U2R8,9356,SLC22A6
Q4UJ75,728747,ANKRD20A4
Q4V321,645051,GAGE13
Q4V328,56850,GRIPAP1
Q4V339,644019,CBWD6
Q4V347,199,AIF1
Q4V755,54866,PPP1R14D
Q4V9L6,338773,TMEM119
Q4VAM4,9152,SLC6A5
Q4VAM6,9152,SLC6A5
Q4VAN2,696,BTN1A1
Q4VAQ3,1137,CHRNA4
Q4VAX0,6760,SS18
Q4VAY9,8128,ST8SIA2
Q4VB56,7142,TNP2
Q4VBA3,654,BMP6
Q4VBY6,728642,CDC2L2
Q4VBZ9,23515,MORC3
Q4VC05,605,BCL7A
Q4VC12,118490,MSS51
Q4VC31,131076,CCDC58
Q4VC44,84256,FLYWCH1
Q4VCS5,154796,AMOT
Q4VNC0,344905,ATP13A5
Q4VNC1,84239,ATP13A4
Q4VX62,100130967,C6orf99
Q4VX76,94120,SYTL3
Q4VXA5,80759,KHDC1
Q4VXL4,10579,TACC2
Q4VXL8,10579,TACC2
Q4VXU2,80336,PABPC1L
Q4VXY6,1302,COL11A2
Q4VXZ2,6293,VPS52
Q4W251,2952,GSTT1
Q4W4Y0,122525,C14orf28
Q4W594,152,ADRA2C
Q4W5G0,166815,TIGD2
Q4W5J1,51705,EMCN
Q4W5N2,7700,ZNF141
Q4W5N8,51166,AADAT
Q4W5P6,132332,TMEM155
Q4ZG40,8685,MARCO
Q4ZG55,9687,GREB1
Q4ZG82,7141,TNP1
Q4ZHG4,84624,FNDC1
Q4ZIN3,91304,TMEM259
Q4ZJI4,150159,SLC9B1
Q502V0,2829,XCR1
Q502V5,54429,TAS2R5
Q502V6,50834,TAS2R1
Q502V9,116511,MAS1L
Q502W6,200403,VWA3B
Q502W7,120935,CCDC38
Q502X0,729967,MORN2
Q502X2,56616,DIABLO
Q502X4,112483,SAT2
Q502Y3,7173,TPO
Q504Q3,9924,PAN2
Q504R6,5872,RAB13
Q504T8,90007,MIDN
Q504U0,201725,C4orf46
Q504U8,1956,EGFR
Q504V9,84905,ZNF341
Q504W7,4952,OCRL
Q504X8,10879,SMR3B
Q504X9,4130,MAP1A
Q504Y0,221074,SLC39A12
Q504Y2,91461,PKDCC
Q504Y3,152098,ZCWPW2
Q50LG9,441381,LRRC24
Q52LA3,91750,LIN52
Q52LC2,92270,ATP6AP1L
Q52LD8,130132,RFTN2
Q52LG2,337959,KRTAP13-2
Q52LJ0,283742,FAM98B
Q52LP8,5132,PDC
Q52LR7,26122,EPC2
Q52LW3,9411,ARHGAP29
Q52M58,283598,C14orf177
Q52M88,944,TNFSF8
Q52M93,92285,ZNF585B
Q52MB2,387856,CCDC184
Q52WX2,388228,SBK1
Q537H7,149643,SPATA45
Q538Z0,767558,LUZP6
Q53EL6,27250,PDCD4
Q53EL9,124925,SEZ6
Q53EP0,64778,FNDC3B
Q53EQ6,84948,TIGD5
Q53ET0,200186,CRTC2
Q53EU6,84803,GPAT3
Q53EV4,10233,LRRC23
Q53EZ4,55165,CEP55
Q53F19,55421,NCBP3
Q53F23,6916,TBXAS1
Q53F39,65258,MPPE1
Q53F96,914,CD2
Q53FA7,9540,TP53I3
Q53FD0,79696,ZC2HC1C
Q53FE4,84103,C4orf17
Q53FM2,25936,C1orf48
Q53FP2,59353,TMEM35A
Q53FR9,29099,COMMD9
Q53FT3,51501,HIKESHI
Q53FV1,29095,ORMDL2
Q53FZ2,6296,ACSM3
Q53G01,53405,CLIC5
Q53G26,9093,DNAJA3
Q53G44,10964,IFI44L
Q53G59,59349,KLHL12
Q53GA4,7262,PHLDA2
Q53GC0,29950,SERTAD1
Q53GD3,80736,SLC44A4
Q53GG5,27295,PDLIM3
Q53GI3,84124,ZNF394
Q53GL0,51177,PLEKHO1
Q53GL6,22913,RALY
Q53GL7,84875,PARP10
Q53GM7,10256,CNKSR1
Q53GQ0,51144,HSD17B12
Q53GS7,2733,GLE1
Q53GS9,10713,USP39
Q53GT1,84861,KLHL22
Q53H12,55750,AGK
Q53H15,2719,GPC3
Q53H47,6419,SETMAR
Q53H54,55039,TRMT12
Q53H76,51365,PLA1A
Q53H80,55122,AKIRIN2
Q53H82,51110,LACTB2
Q53H96,65263,PYCR3
Q53HC0,80212,CCDC92
Q53HC5,55295,KLHL26
Q53HC9,7260,EIPR1
Q53HI1,25972,UNC50
Q53HL2,55143,CDCA8
Q53HV7,23583,SMUG1
Q53LP3,65124,SOWAHC
Q53PC4,3579,IL8RB
Q53QE7,9262,STK17B
Q53QL8,926,CD8B1
Q53QU7,1746,DLX2
Q53QU8,8462,TIEG2
Q53QV2,81606,LBH
Q53QV7,51052,PRH
Q53QW1,165100,TEX44
Q53QY6,29851,ICOS
Q53QZ3,55843,ARHGAP15
Q53R12,79853,TM4SF20
Q53R19,10109,ARPC2
Q53R41,79675,FASTKD1
Q53RD9,129804,FBLN7
Q53RE8,51239,ANKRD39
Q53RG0,9470,tmp_locus_9
Q53RT3,151516,ASPRV1
Q53RX3,57665,RDH14
Q53RY4,200634,KRTCAP3
Q53RZ9,11321,MBDin
Q53S08,150786,RAB6D
Q53S24,5757,PTMAP7
Q53S33,388962,BOLA3
Q53S46,2660,GDF8
Q53S48,286749,STON1-GTF2A1L
Q53S56,5068,PAP
Q53S58,80775,TMEM177
Q53S99,56918,C2orf83
Q53SB5,1674,tmp_locus_29
Q53SE7,64395,FLJ13057
Q53SF7,22837,COBLL1
Q53SH4,1134,CHRNA1
Q53SS8,5093,PCBP1
Q53SV2,55054,FLJ10035
Q53SZ7,339779,PRR30
Q53T26,57162,PELI1
Q53T59,64342,HS1BP3
Q53T66,3398,ID2
Q53T76,2820,GPD2
Q53T94,9014,TAF1B
Q53T99,55759,WDR12
Q53TK1,1545,CYP1B1
Q53TN2,10314,LANCL1
Q53TN4,79901,CYBRD1
Q53TQ3,54891,INO80D
Q53TS8,151254,C2CD6
Q53X57,858,CAV2
Q53X90,10563,CXCL13
Q53X91,6783,SULT1E1
Q53X93,1385,CREB1
Q53X94,1318,SLC31A2
Q53XB4,6038,RAB1
Q53XC0,1965,EIF2S1
Q53XC2,8892,EIF2B2
Q53XC5,652,BMP4
Q53XC6,5641,LGMN
Q53XC8,7517,XRCC3
Q53XI4,3226,HOXC10
Q53XJ5,2286,FKBP2
Q53XK0,10282,BET1
Q53XL1,8738,CRADD
Q53XL8,5700,PSMC1
Q53XM5,2189,FANCG
Q53XM7,9217,VAPB
Q53XN1,1351,COX8
Q53XR2,7884,SLBP
Q53XR6,4087,SMAD2
Q53XS2,8507,ENC1
Q53XS4,5777,PTPN6
Q53XS6,4241,MFI2
Q53XX5,1153,CIRBP
Q53XY6,5228,PGF
Q53XY9,5744,PTHLH
Q53XZ3,1128,CHRM1
Q53Y01,2791,GNG11
Q53Y03,10328,COX4NB
Q53Y06,529,ATP6V1E1
Q53Y25,2645,GCK
Q53Y30,3785,KCNQ2
Q53Y41,1644,DDC
Q53Y49,2305,FOXM1
Q53Y51,1652,DDT
Q53Y73,1749,DLX5
Q53Y83,2717,GLA
Q53Y97,7298,TYMS
Q53YC7,5087,PBX1
Q53YD1,1649,DDIT3
Q53YD7,1937,EEF1G
Q53YE2,6809,STX3A
Q53YE7,4128,MAOA
Q53YK7,5621,PRNP
Q53YM3,1876,E2F6
Q53YU7,56287,FOV
Q53YY0,185,AGTR1
Q53Z07,6133,RPL9
Q53Z40,7718,ZNF165
Q53ZD3,668,FOXL2
Q53ZR1,6558,SLC12A2
Q53ZR5,8877,SPHK1
Q53ZX0,969,CD69
Q53ZY6,3824,KLRD1
Q53ZZ1,356,TNFSF6
Q540F3,260436,NAP1
Q541A5,7353,ufd1
Q541P7,2050,EPHB4
Q541S4,23157,SEPT6
Q542Y6,81579,PLA2G12A
Q543A1,56674,TMEM9B
Q546D7,258,AMBN
Q546E0,2530,FUT8
Q546G0,945,CD33
Q546G3,354,KLK3
Q546R4,64901,RANBP17
Q546S1,1958,EGR1
Q546Y9,57379,AID
Q547S7,93107,KCNG4
Q547U9,2903,NR2A
Q548C2,4915,NTRK2
Q548C9,23157,SEPT6
Q548N1,51160,VPS28
Q548T7,27086,FOXP1
Q549C5,56993,MST065
Q549H9,11142,PKIG
Q549J4,51327,ERAF
Q549M8,51637,C14orf166
Q549M9,8905,AP1S2
Q549N0,1073,CFL2
Q549N3,58488,PCTP
Q549N5,58477,SRPRB
Q549U1,29896,HSU53209
Q54A15,55612,DTGCU2
Q54A51,682,hEMMPRIN
Q54A98,8600,hRANKL 3
Q562E5,22993,HMGXB3
Q562E7,124997,WDR81
Q562F6,151246,SGO2
Q562R1,345651,ACTBL2
Q567R0,7388,UQCRH
Q567U6,54520,CCDC93
Q567V2,84769,MPV17L2
Q569G3,133491,C5orf47
Q569H4,51334,PRR16
Q569H8,2101,ESRRA
Q569J5,6840,SVIL
Q569J9,23613,ZMYND8
Q569K4,151126,ZNF385B
Q569K6,550631,CCDC157
Q56A73,139886,SPIN4
Q56A76,6595,SMARCA2
Q56NI9,157570,ESCO2
Q56P03,55837,EAPP
Q56P42,152138,PYDC2
Q56UN5,80122,MAP3K19
Q56VL3,132299,OCIAD2
Q573B4,3932,LCK
Q57Z89,107985773,FLJ20019
Q587I9,84826,SFT2D3
Q587J7,91646,TDRD12
Q587J8,154288,KHDC3L
Q58A44,542767,PCOTH
Q58A45,255967,PAN3
Q58A54,374378,GalNAc-T18
Q58DX5,254827,NAALADL2
Q58EX2,54549,SDK2
Q58EX7,25894,PLEKHG4
Q58EY0,6096,RORB
Q58EY4,6599,SMARCC1
Q58EZ4,55958,KLHL9
Q58EZ6,53841,MUPCDH
Q58EZ8,25929,GEMIN5
Q58F07,3761,KCNJ4
Q58F09,7841,GCS1
Q58F18,3975,LHX1
Q58F21,676,BRDT
Q58F29,10051,SMC4
Q58HT5,158833,AWAT1
Q58WW2,55827,DCAF6
Q59EK9,10900,RUNDC3A
Q59FP8,4756,NEO1
Q59GD8,776,CACNA1D
Q59H18,100526835,TNNI3K
Q5BIV9,503542,SPRN
Q5BJD5,440026,TMEM41B
Q5BJE1,374864,CCDC178
Q5BJF2,27346,TMEM97
Q5BJF5,6472,SHMT2
Q5BJF6,4957,ODF2
Q5BJG6,10771,ZMYND11
Q5BJH2,85013,TMEM128
Q5BJH6,51192,CKLF
Q5BJH7,90522,YIF1B
Q5BKT4,84920,ALG10
Q5BKU9,339229,OXLD1
Q5BKX5,284325,C19orf54
Q5BKX6,57210,SLC45A4
Q5BKX8,347273,CAVIN4
Q5BKY1,376132,LRRC10
Q5BKY9,257415,FAM133B
Q5BKZ1,284695,ZNF326
Q5BKZ8,116835,HSPA12B
Q5BN46,138162,C9orf116
Q5BQ99,26085,KLK13
Q5BQA0,9622,KLK4
Q5BVD1,79669,TTMP
Q5C9Z4,64434,NOM1
Q5CZ70,9993,DKFZp686I1730
Q5CZA5,390980,ZNF805
Q5CZB4,63934,DKFZp686O111
Q5CZC0,401024,FSIP2
Q5CZH6,535,DKFZp686N0561
Q5D044,3910,LAMA4
Q5D0E6,55152,DALRD3
Q5D1E8,80149,ZC3H12A
Q5D1J4,6677,SPAM1
Q5D1Q2,149998,LOC375108
Q5D862,388698,FLG2
Q5DID0,89766,UMODL1
Q5DJT8,102723680,CT45A2
Q5DR82,5893,RAD52
Q5DSZ5,54600,UGT1A9
Q5DSZ6,54576,UGT1A8
Q5DSZ7,54577,UGT1A7
Q5DSZ8,54578,UGT1A6
Q5DSZ9,54579,UGT1A5
Q5DT01,54578,UGT1A3
Q5DT02,54575,UGT1A10
Q5DT03,54658,UGT1A1
Q5DT21,643394,SPINK9
Q5DX21,152404,IGSF11
Q5EB52,4232,MEST
Q5EBL2,89887,ZNF628
Q5EBL4,353116,RILPL1
Q5EBL8,51248,PDZD11
Q5EBM0,129607,CMPK2
Q5EBN2,391712,TRIM61
Q5EE01,387103,CENPW
Q5EG05,114769,CARD16
Q5F0I5,116444,GRIN3B
Q5F1R6,134218,DNAJC21
Q5FBB7,151648,SGO1
Q5FBX5,3574,IL7
Q5FBX8,7066,THPO
Q5FC01,3565,IL4
Q5FVE4,81616,ACSBG2
Q5FWE3,285368,PRRT3
Q5FWF1,11095,ADAMTS8
Q5FWF4,84083,ZRANB3
Q5FWF5,114799,ESCO1
Q5FWF6,285989,ZNF789
Q5FWF7,554251,FBXO48
Q5FWY2,2778,GNAS
Q5FYA8,347527,ARSH
Q5FYB0,79642,ARSJ
Q5FYB1,340075,ARSI
Q5GAN3,440163,RNASE13
Q5GAN4,493901,RNASE12
Q5GAN5,122651,RNASE11
Q5GAN6,338879,RNASE10
Q5GFL6,340706,VWA2
Q5GH70,389668,XKR9
Q5GH72,343702,XKR7
Q5GH73,286046,XKR6
Q5GH76,114786,XKR4
Q5GH77,150165,XKR3
Q5GIA6,55680,RUFY2
Q5GJ75,388121,TNFAIP8L3
Q5GLZ8,26091,HERC4
Q5H8A3,129521,NMS
Q5H8A4,54872,PIGG
Q5H8C1,158326,FREM1
Q5H8V1,115650,TNFRSF13C
Q5H913,392509,ARL13A
Q5H943,203413,CT83
Q5H9E4,401612,SLC25A53
Q5H9F3,63035,BCORL1
Q5H9I0,51270,TFDP3
Q5H9J7,340542,BEX5
Q5H9J9,100996648,TCP11X2
Q5H9K5,84460,ZMAT1
Q5H9L2,340543,TCEAL5
Q5H9L4,54457,TAF7L
Q5H9M0,139221,PWWP3B
Q5H9Q5,23678,DKFZp781N0293
Q5H9Q9,26095,DKFZp781P23155
Q5H9R6,122809,DKFZp686J1568
Q5H9R7,55291,PPP6R3
Q5H9S0,49854,DKFZp781N1974
Q5H9S4,54796,DKFZp686A01127
Q5H9S7,80067,DCAF17
Q5H9T9,84075,FSCB
Q5H9U9,91351,DDX60L
Q5HY62,541578,CXorf40B
Q5HY64,442444,FAM47C
Q5HY92,55137,FIGN
Q5HY98,90321,ZNF766
Q5HYA8,91147,TMEM67
Q5HYC2,158358,KIAA2026
Q5HYE3,283298,DKFZp686H1812
Q5HYE8,150572,DKFZp313O0925
Q5HYF3,140458,DKFZp313J0816
Q5HYF5,93627,TBCK
Q5HYF7,7249,TSC2
Q5HYG2,54510,DKFZp686H0286
Q5HYG5,1508,DKFZp686N0152
Q5HYG7,34,DKFZp686M24262
Q5HYG8,6472,DKFZp686P09201
Q5HYH0,6867,DKFZp686K18126
Q5HYH4,4291,DKFZp313B1621
Q5HYI4,6713,DKFZp686B0215
Q5HYI7,345778,MTX3
Q5HYI8,285282,RABL3
Q5HYJ1,253017,TECRL
Q5HYJ3,143684,FAM76B
Q5HYK2,10655,DKFZp313M1824
Q5HYK3,84274,COQ5
Q5HYK7,152503,SH3D19
Q5HYK9,63934,ZNF667
Q5HYL7,256130,TMEM196
Q5HYM0,340554,ZC3H12B
Q5HYM3,114882,DKFZp686C0249
Q5HYN5,541466,CT45A1
Q5HYR2,63947,DMRTC1
Q5HYW2,340527,NHSL2
Q5HYW3,340526,RTL5
Q5I0G1,323,APBB2
Q5I0G2,5617,PRL
Q5I0G3,130752,MDH1B
Q5I0X4,441150,C6orf226
Q5I0X7,130502,TTC32
Q5I7T1,144245,ALG10B
Q5IEC3,22854,NTNG1
Q5IJ48,286204,CRB2
Q5IR90,11174,ADAMTS6
Q5J5C9,245934,DEFB121
Q5J7U2,10412,CDK105
Q5J875,26998,GUGU
Q5J8M3,51234,EMC4
Q5J8X5,503497,MS4A13
Q5JAM2,211,ALAS1
Q5JNW1,6891,TAP2
Q5JNZ3,282890,ZNF311
Q5JP69,717,C2
Q5JPB2,128611,ZNF831
Q5JPB8,10072,DKFZp686O1117
Q5JPB9,51256,DKFZp686N2317
Q5JPC1,60386,DKFZp667O1614
Q5JPC7,2327,DKFZp667E137
Q5JPD2,9771,DKFZp667A016
Q5JPE7,283820,NOMO2
Q5JPH5,91833,DKFZp686P0251
Q5JPH6,124454,EARS2
Q5JPI3,285237,C3orf38
Q5JPI9,399818,EEF1AKMT2
Q5JPJ8,10486,DKFZp686D0714
Q5JQC4,100507170,CT47A1
Q5JQC9,8852,AKAP4
Q5JQF8,340529,PABPC1L2A
Q5JQI0,4758,NEU1
Q5JQQ4,25911,DPCD
Q5JQS5,127623,OR2B11
Q5JQS6,148823,GCSAML
Q5JR04,4343,MOV10
Q5JR12,333926,PPM1J
Q5JR59,23281,MTUS2
Q5JR94,6202,RPS8
Q5JR98,343521,TCTEX1D4
Q5JRA6,375056,MIA3
Q5JRC9,158724,FAM47A
Q5JRI1,10772,SRSF10
Q5JRJ2,1831,TSC22D3
Q5JRK9,389860,PAGE2B
Q5JRM2,347487,CXorf66
Q5JRS4,441911,OR10J3
Q5JRV8,55026,TMEM255A
Q5JRX3,10531,PITRM1
Q5JS13,9649,RALGPS1
Q5JS37,387921,NHLRC3
Q5JS54,389362,PSMG4
Q5JS98,5090,PBX3
Q5JSH3,54521,WDR44
