uniprot,biogrid
P21108,128758
P21127,107421
P21128,114423
P21145,110292
P21217,108801
P21246,111731
P21266,109202
P21281,107009
P21283,107011
P21291,107847
P21333,108605
P21359,110836
P21397,110301
P21399,106564
P21439,111263
P21452,112728
P21453,108225
P21462,108640
P21506,113388
P21549,106694
P21554,107668
P21579,112723
P21580,112983
P21583,110410
P21589,110962
P21673,112210
P21675,112735
P21695,109080
P21709,108355
P21728,108146
P21730,107189
P21731,112777
P21741,110357
P21754,113565
P21757,110587
P21781,108543
P21796,113259
P21802,108554
P21810,107102
P21817,112173
P21854,107409
P21860,108377
P21912,112291
P21917,108149
P21918,108150
P21926,107366
P21941,110316
P21953,107066
P21964,107707
P21980,112910
P22001,109941
P22003,107121
P22004,107122
P22033,110680
P22059,111048
P22061,111141
P22079,110207
P22083,108802
P22087,108399
P22090,112106
P22102,108888
P22105,113001
P22223,107436
P22234,115852
P22301,109800
P22303,106561
P22304,109649
P22307,112246
P22309,120087
P22310,120086
P22314,113165
P22352,109136
P22392,"110895, 576341"
P22413,111193
P22415,113237
P22455,108555
P22459,109942
P22460,109943
P22466,119273
P22492,109265
P22528,112577
P22531,112582
P22532,112581
P22557,106714
P22570,108523
P22607,108552
P22612,111555
P22626,109422
P22670,111921
P22674,115595
P22676,107245
P22681,107315
P22692,109708
P22694,111554
P22695,113231
P22732,112409
P22735,112909
P22736,109407
P22748,107217
P22749,115829
P22792,107762
P22794,108424
P22830,108526
P22888,110161
P22891,114382
P22894,110460
P22897,110500
P22914,107814
P23025,113344
P23109,106767
P23141,107494
P23142,108486
P23193,112779
P23219,111714
P23229,109864
P23246,112319
P23258,113134
P23276,109993
P23280,107220
P23284,111475
P23297,112179
P23327,109506
P23352,109933
P23368,110364
P23378,108993
P23381,113292
P23396,112102
P23409,110703
P23416,109004
P23434,108923
P23443,112112
P23458,109919
P23467,111751
P23468,111753
P23469,111755
P23470,111757
P23471,111767
P23490,110198
P23497,112555
P23508,110333
P23511,110866
P23515,111022
P23526,106696
P23527,113944
P23528,107499
P23560,107096
P23582,110940
P23588,108291
P23610,113884
P23634,106983
P23677,109911
P23743,107976
P23759,111115
P23760,111111
P23763,112710
P23769,108894
P23771,108895
P23786,107767
P23919,108174
P23921,112154
P23945,108770
P23946,107624
P23975,112421
P24001,114664
P24043,110102
P24046,108843
P24071,108498
P24158,111638
P24278,113422
P24298,109133
P24311,107742
P24385,107067
P24386,107545
P24387,107783
P24390,116145
P24394,109780
P24462,107930
P24468,112884
P24522,108014
P24530,108232
P24534,108253
P24539,107000
P24557,112778
P24588,114874
P24592,109710
P24593,109709
P24666,106568
P24723,111569
P24752,106556
P24821,109602
P24844,115670
P24855,108112
P24863,107333
P24864,107338
P24928,111426
P24941,107452
P25024,109791
P25025,109793
P25054,106821
P25063,107372
P25067,107693
P25090,108641
P25092,109239
P25098,106665
P25100,106656
P25101,108231
P25103,112732
P25105,111696
P25106,121321
P25116,108448
P25189,110499
P25205,110340
P25208,110867
P25311,107040
P25325,110497
P25391,129792
P25398,112120
P25440,111973
P25445,106851
P25490,113360
P25685,109569
P25686,109533
P25705,106987
P25713,110610
P25774,107900
P25786,111655
P25787,111656
P25788,111657
P25789,111658
P25791,110191
P25800,110190
P25815,112194
P25874,113197
P25929,110946
P25940,119080
P25942,107396
P25963,110859
P26006,109882
P26010,109901
P26012,109902
P26022,111770
P26038,110584
P26045,111740
P26196,108022
P26232,107877
P26358,108123
P26367,111114
P26368,116466
P26371,110044
P26373,112057
P26374,107546
P26378,108311
P26439,109517
P26440,109916
P26441,107670
P26447,112183
P26572,110401
P26583,109391
P26599,111697
P26639,112760
P26640,113250
P26641,108257
P26651,113370
P26678,111365
P26715,110020
P26717,110021
P26718,116576
P26842,107377
P26885,108576
P26927,110591
P26951,109778
P26992,107671
P26998,107807
P27037,106607
P27105,108354
P27144,106708
P27169,111440
P27216,106809
P27338,110302
P27348,116168
P27352,108961
P27361,111581
P27448,110310
P27449,107010
P27469,119073
P27482,107261
P27487,108137
P27540,106898
P27544,115941
P27635,112054
P27658,107692
P27694,112037
P27695,106825
P27701,109935
P27707,108001
P27708,107243
P27797,107262
P27815,111167
P27816,110306
P27824,107271
P27918,111222
P27930,113605
P27986,111313
P27987,109912
P28062,111669
P28065,111671
P28066,111659
P28068,109354
P28069,111445
P28070,111665
P28072,111667
P28074,111666
P28161,109201
P28221,109584
P28222,109583
P28223,109588
P28288,111783
P28289,112966
P28290,112622
P28300,110199
P28324,108320
P28325,107855
P28328,111786
P28329,107528
P28330,106551
P28331,110799
P28332,106642
P28335,109590
P28336,110893
P28340,111420
P28347,112862
P28356,109475
P28358,109476
P28360,110593
P28370,112478
P28472,108836
P28482,111580
P28562,108176
P28566,109586
P28676,117333
P28698,113419
P28702,112169
P28715,108385
P28749,111868
P28799,109153
P28827,111761
P28838,119248
P28845,109523
P28906,107385
P28907,107390
P28908,107381
P29016,107348
P29033,108972
P29034,112181
P29074,111741
P29083,109215
P29084,109216
P29120,111151
P29122,111083
P29144,113027
P29218,109825
P29274,106647
P29275,106648
P29279,107872
P29317,108288
P29320,108356
P29322,108360
P29323,108362
P29350,111742
P29353,112361
P29371,112733
P29372,110490
P29373,107773
P29374,111861
P29375,111862
P29376,110236
P29377,107246
P29400,107684
P29401,112941
P29459,109806
P29460,109807
P29466,107284
P29474,110909
P29475,110905
P29508,112223
P29558,111872
P29590,111384
P29597,113148
P29622,111285
P29692,108256
P29728,110993
P29762,107772
P29803,111187
P29965,107397
P29966,110257
P29972,106854
P29973,107659
P29992,109029
P30038,114208
P30039,122047
P30040,116160
P30041,114956
P30043,107114
P30044,117352
P30046,"108018, 755774"
P30047,108914
P30048,116136
P30049,106998
P30050,112056
P30084,108221
P30085,119700
P30086,111076
P30101,109180
P30153,111510
P30154,111511
P30203,107361
P30260,107431
P30273,108501
P30279,107334
P30281,107336
P30291,113303
P30301,110430
P30304,107428
P30305,107429
P30307,107430
P30405,115411
P30408,110249
P30411,107093
P30414,110885
P30419,110899
P30443,109350
P30450,109350
P30466,109351
P30511,109379
P30518,107035
P30519,109406
P30520,106668
P30530,107036
P30531,112420
P30532,107560
P30533,110221
P30536,107168
P30542,106646
P30550,109181
P30556,106691
P30566,106667
P30613,111330
P30622,112163
P30626,112595
P30679,109031
P30711,109207
P30740,108307
P30793,108913
P30825,112432
P30837,106721
P30838,106720
P30872,112629
P30874,112630
P30876,111427
P30926,107565
P30968,109060
P30988,107250
P30989,110977
P30990,110976
P31025,110125
P31040,112290
P31146,116322
P31150,108932
P31151,112186
P31152,111582
P31153,110314
P31213,112594
P31249,109472
P31260,109446
P31267,109443
P31268,109444
P31269,109445
P31270,109447
P31271,109449
P31273,109464
P31274,109465
P31276,109469
P31277,109477
P31314,109435
P31321,111561
P31323,111563
P31327,107764
P31350,112155
P31358,107473
P31371,108545
P31391,112632
P31415,107294
P31431,112286
P31483,112928
P31512,108616
P31513,108615
P31629,109344
P31639,112415
P31641,112424
P31644,108832
P31645,112423
P31689,109534
P31749,106710
P31751,106711
P31785,109776
P31930,113230
P31937,116289
P31939,106961
P31941,128318
P31942,109430
P31943,109428
P31944,117116
P31946,113361
P31947,109072
P31948,116162
P31949,112190
P31994,108507
P31995,114556
P31997,107514
P32004,110094
P32019,109845
P32119,112860
P32121,106902
P32189,108975
P32238,107328
P32239,107329
P32241,113274
P32242,111053
P32243,111055
P32245,110330
P32246,107635
P32248,107641
P32249,108212
P32297,107558
P32298,109126
P32302,107112
P32314,109576
P32320,107416
P32321,108003
P32322,111789
P32418,112436
P32455,108903
P32456,108904
P32519,108312
P32745,112631
P32754,109482
P32780,109220
P32856,108368
P32881,109668
P32926,108164
P32927,107826
P32929,107873
P32942,109612
P32969,112053
P32970,107408
P32971,107382
P33032,110331
P33076,110416
P33121,108476
P33151,107438
P33176,110000
P33240,107860
P33241,110224
P33260,107938
P33261,107935
P33316,108187
P33402,109232
P33527,110503
P33552,107583
P33681,107379
P33764,112182
P33778,109271
P33897,106717
P33908,110294
P33947,116204
P33981,113123
P33991,110341
P33992,110342
P33993,110344
P34059,108860
P34096,111967
P34130,110964
P34741,112285
P34810,107406
P34820,107124
P34896,112366
P34897,112368
P34903,108830
P34913,108367
P34925,112171
P34931,109537
P34932,109540
P34947,109127
P34949,110491
P34969,109595
P34981,113052
P34995,111703
P34998,107784
P35030,111628
P35052,109079
P35070,107150
P35080,111238
P35125,114552
P35212,108968
P35218,107218
P35219,107222
P35221,107876
P35222,107880
P35226,"107116, 1529410"
P35227,113497
P35228,110906
P35232,111264
P35236,111743
P35237,111287
P35240,110844
P35241,111894
P35243,111890
P35244,112039
P35247,112339
P35249,111916
P35250,111914
P35251,111913
P35268,112066
P35269,109217
P35270,112575
P35318,106645
P35321,112576
P35325,112579
P35326,112578
P35346,112633
P35348,106658
P35354,111715
P35367,109505
P35368,106657
P35372,111033
P35398,112022
P35408,111706
P35414,106693
P35442,112916
P35443,112918
P35452,109478
P35453,109479
P35462,108148
P35475,109651
P35498,112228
P35499,112234
P35520,"107321, 3195666"
P35523,107594
P35527,110055
P35542,112199
P35544,108491
P35548,110594
P35555,108494
P35556,108495
P35557,108915
P35558,111136
P35568,109874
P35573,106686
P35575,108813
P35579,110712
P35580,110713
P35590,112931
P35606,114693
P35609,106603
P35610,112529
P35611,106631
P35612,106632
P35613,107147
P35625,112934
P35626,106666
P35637,108797
P35638,108016
P35658,113717
P35659,113643
P35670,107022
P35680,112790
P35711,112543
P35712,120714
P35713,119936
P35716,112547
P35749,110714
P35754,109007
P35789,123631
P35790,107543
P35813,111489
P35858,109704
P35869,106699
P35900,119979
P35908,110047
P35913,111184
P35914,109398
P35916,108612
P35968,109992
P35998,111674
P36021,112455
P36222,107540
P36269,108954
P36382,108969
P36383,115363
P36402,112794
P36404,106895
P36405,106896
P36406,106868
P36507,111591
P36508,113448
P36537,113212
P36542,106997
P36543,107012
P36544,107561
P36551,107763
P36575,106900
P36578,112044
P36639,110621
P36776,114762
P36871,111256
P36873,111495
P36888,108610
P36894,107125
P36896,106606
P36897,112904
P36915,109056
P36941,110233
P36952,111286
P36954,111434
P36955,111202
P36956,112598
P36957,108087
P36959,109028
P36969,109137
P36980,109328
P37023,106609
P37058,109526
P37059,109527
P37088,112241
P37108,112605
P37173,112906
P37198,117165
P37231,111464
P37235,109481
P37268,108516
P37275,112796
P37287,111295
P37288,107033
P37802,113995
P37837,112751
P37840,112506
P38117,108410
P38159,118134
P38398,107140
P38405,109036
P38432,113815
P38435,108945
P38484,109682
P38570,109888
P38571,110176
P38606,107007
P38646,109545
P38919,115119
P38935,109728
P38936,107460
P39019,112137
P39023,112042
P39059,107702
P39060,123311
P39086,109154
P39210,110498
P39656,108017
P39687,113791
P39748,108528
P39877,111339
P39880,107903
P39900,110464
P39905,108936
P40121,107272
P40123,115749
P40126,108006
P40145,106627
P40189,109786
P40197,109076
P40199,110760
P40200,115519
P40222,128297
P40225,112922
P40227,107346
P40238,110492
P40259,107412
P40261,110900
P40305,109655
P40306,111672
P40313,107886
P40337,113269
P40394,106643
P40424,111120
P40425,111122
P40426,111123
P40429,117068
P40616,106893
P40617,115428
P40692,110438
P40763,112651
P40818,114555
P40855,111782
P40879,108145
P40925,110355
P40926,110356
P40933,109813
P40937,111917
P40938,111915
P40939,109280
P40967,112381
P41002,107339
P41091,108287
P41134,109623
P41143,111030
P41145,111031
P41146,111032
P41159,110143
P41161,108420
P41162,108418
P41180,107296
P41181,106855
P41182,107076
P41208,107496
P41212,108421
P41214,108259
P41217,110486
P41218,110475
P41219,111614
P41220,111929
P41221,113311
P41222,111702
P41223,114413
P41225,112541
P41226,113166
P41227,113881
P41229,113870
P41231,111068
P41235,109414
P41236,111497
P41238,106836
P41240,107832
P41247,113861
P41250,108887
P41252,109605
P41271,"110761, 1529413"
P41273,114281
P41279,107719
P41439,108635
P41440,112461
P41567,115504
P41586,106630
P41587,113275
P41594,109172
P41595,109589
P41597,609634
P41732,112957
P41743,111570
P41968,110329
P41970,108319
P42025,115424
P42081,107380
P42126,108000
P42166,112967
P42167,112967
P42224,112649
P42226,112655
P42229,112653
P42261,109147
P42262,109148
P42263,109149
P42285,117064
P42330,114196
P42331,115264
P42336,111308
P42338,111309
P42345,108757
P42357,109284
P42566,108374
P42568,110446
P42574,107286
P42575,107285
P42658,108138
P42677,112146
P42679,110315
P42680,112865
P42681,113145
P42684,106545
P42685,108726
P42695,116902
P42696,116668
P42701,109808
P42702,110165
P42704,115432
P42765,115713
P42766,116392
P42768,113293
P42771,107463
P42772,107464
P42773,107465
P42785,111538
P42830,112276
P42857,117976
P42858,109314
P42892,108218
P42898,110624
P43003,112398
P43004,112397
P43005,112396
P43007,112400
P43026,113839
P43034,111085
P43080,109233
P43088,111709
P43115,111705
P43116,111704
P43119,111711
P43121,110332
P43146,107998
P43155,107774
P43220,109002
P43234,107899
P43235,107893
P43243,115126
P43246,110573
P43250,109128
P43251,107151
P43268,108419
P43304,109081
P43307,112623
P43308,112624
P43320,107805
P43351,111830
P43353,106723
P43354,110983
P43355,110274
P43356,"110275, 129334"
P43357,110276
P43358,110277
P43360,110279
P43361,110281
P43362,"110282, 608698"
P43363,110283
P43364,110284
P43365,110285
P43366,110286
P43378,111744
P43403,113367
P43405,112717
P43487,111838
P43489,113144
P43490,115438
P43626,110003
P43627,110004
P43628,110005
P43629,110012
P43630,110013
P43631,"110005, 110008"
P43652,106681
P43657,115463
P43681,107559
P43686,111677
P43694,108896
P43699,112936
P43897,115409
P45378,112994
P45379,112993
P45381,106935
P45452,110465
P45844,114980
P45877,111476
P45880,113260
P45954,106554
P45973,117030
P45974,113751
P45983,111585
P45984,111587
P45985,112315
P46013,110434
P46019,111274
P46020,111273
P46059,112452
P46060,111840
P46063,111897
P46087,110902
P46089,109088
P46092,109087
P46095,109091
P46098,109591
P46100,107028
P46108,107788
P46109,107789
P46199,110625
P46379,113647
P46439,109204
P46459,110960
P46527,107461
P46531,110913
P46695,114390
P46734,111592
P46736,122599
P46776,112076
P46777,112045
P46778,112064
P46779,112077
P46781,112117
P46782,112107
P46783,112118
P46821,110304
P46926,115325
P46934,110811
P46937,115684
P46939,113245
P46940,114353
P46952,117047
P46976,109247
P46977,109908
P47224,111815
P47710,107833
P47712,111338
P47736,111844
P47755,107280
P47756,107282
P47775,109096
P47804,111927
P47813,108284
P47869,108829
P47870,108835
P47871,108912
P47872,112248
P47874,111023
P47881,111038
P47887,113978
P47893,111039
P47895,106722
P47897,111797
P47900,111067
P47901,107034
P47902,107474
P47914,112078
P47928,109626
P47929,"110154, 575831"
P47972,110945
P47974,107145
P47985,113232
P47989,113335
P47992,112277
P48023,106852
P48029,112426
P48039,110639
P48047,107021
P48048,109960
P48050,109963
P48051,109965
P48052,107750
P48058,109150
P48059,110175
P48060,116200
P48061,112288
P48065,112430
P48067,112427
P48145,109092
P48146,109093
P48147,111541
P48163,110363
P48165,108970
P48167,109005
P48169,108831
P48200,109866
P48201,107003
P48230,112959
P48304,111900
P48307,113693
P48357,110144
P48378,111922
P48380,111923
P48382,111925
P48426,111322
P48431,112540
P48436,112545
P48443,112170
P48444,106867
P48448,106724
P48449,110225
P48454,111525
P48506,108991
P48507,108992
P48509,107415
P48539,111150
P48544,109964
P48546,108963
P48547,109948
P48549,109962
P48551,109677
P48552,113843
P48553,112964
P48556,111686
P48594,112224
P48595,111291
P48634,113646
P48637,109192
P48643,116603
P48645,116082
P48651,115135
P48664,112402
P48668,130423
P48681,115983
P48723,112659
P48728,106772
P48729,107836
P48730,107837
P48735,109644
P48736,111312
P48739,117261
P48740,111629
P48742,110163
P48745,110918
P48751,112399
P48764,112440
P48775,112858
P48788,112990
P48960,107414
P48995,113071
P49005,111421
P49006,122395
P49023,111787
P49069,107269
P49116,113034
P49137,114683
P49146,110947
P49184,108113
P49189,106725
P49190,111718
P49207,112083
P49221,112905
P49223,116029
P49238,107904
P49247,116594
P49257,110185
P49281,110950
P49286,110640
P49321,110759
P49326,108617
P49327,108488
P49336,107458
P49354,108625
P49356,"108627, 1529403"
P49366,108070
P49368,113054
P49406,115142
P49407,106901
P49411,113135
P49418,106770
P49419,106990
P49427,107432
P49441,109840
P49447,107914
P49448,109009
P49450,107487
P49454,107492
P49458,112604
P49459,113167
P49585,111157
P49588,106534
P49589,107283
P49590,117006
P49591,112208
P49593,115005
P49619,107978
P49638,113125
P49639,109438
P49640,108429
P49641,110295
P49642,111547
P49643,111548
P49662,107287
P49674,107838
P49675,112647
P49682,109094
P49683,109095
P49685,109098
P49703,106874
P49711,115906
P49715,107479
P49716,107481
P49720,111664
P49721,111663
P49736,110339
P49746,112917
P49747,107706
P49748,106555
P49750,121117
P49753,116164
P49754,117982
P49755,116169
P49756,121843
P49757,114202
P49758,114987
P49759,107606
P49760,107607
P49761,107609
P49763,111249
P49765,113266
P49767,113267
P49768,111642
P49770,114409
P49771,108611
P49773,109341
P49788,111853
P49789,108563
P49790,115297
P49792,111839
P49795,115576
P49796,111930
P49798,111931
P49802,111932
P49810,111643
P49815,113100
P49821,110802
P49840,109186
P49841,109187
P49842,114383
P49848,112741
P49862,111631
P49863,109258
P49888,112660
P49901,110350
P49902,116627
P49903,116589
P49908,112313
P49910,113511
P49913,107270
P49914,115837
P49915,114360
P49916,110168
P49917,110169
P49918,107462
P49959,110501
P49961,107391
P50052,106692
P50053,109996
P50120,111882
P50135,109418
P50148,109038
P50150,109048
P50151,109052
P50213,109645
P50219,109355
P50221,110385
P50222,110386
P50225,112686
P50226,112673
P50238,107786
P50281,110466
P50336,111492
P50391,111532
P50395,108933
P50402,108325
P50406,109594
P50416,107765
P50440,108898
P50443,108169
P50452,111289
P50453,111290
P50454,107318
P50458,114758
P50461,113736
P50479,114140
P50502,112644
P50539,110686
P50542,111788
P50548,108388
P50549,108416
P50552,113251
P50553,106921
P50570,108122
P50579,116184
P50583,106815
P50591,114280
P50607,113126
P50613,107457
P50616,115443
P50747,109386
P50748,115084
P50749,115115
P50750,107459
P50851,107423
P50876,115125
P50895,110237
P50897,111530
P50914,114507
P50990,115933
P50991,115826
P50993,106967
P50995,106808
P51003,116119
P51114,113760
P51116,114890
P51124,109259
P51148,111816
P51149,113624
P51151,114768
P51153,111810
P51157,114765
P51159,111811
P51164,106986
P51168,112242
P51170,112244
P51172,112243
P51178,111349
P51397,107981
P51398,113587
P51449,112024
P51451,107109
P51452,108178
P51460,109851
P51504,113452
P51508,131424
P51511,110467
P51512,110468
P51513,110919
P51522,120886
P51523,113453
P51530,108103
P51531,112479
P51532,112481
P51553,109647
P51570,108857
P51571,112626
P51572,115437
P51575,111062
P51580,113025
P51587,107142
P51589,107946
P51606,111905
P51608,110368
P51610,109304
P51617,109863
P51636,107306
P51648,106726
P51649,113645
P51654,108983
P51659,109528
P51665,111685
P51668,113169
P51671,112259
P51674,109084
P51677,107637
P51679,107638
P51681,107639
P51684,107640
P51687,112690
P51688,112346
P51689,106907
P51690,106908
P51692,112654
P51693,106830
P51784,113866
P51786,113506
P51787,109985
P51788,107595
P51790,107596
P51795,107598
P51797,107599
P51798,107600
P51800,107601
P51805,120717
P51808,112850
P51809,112712
P51810,110989
P51811,113341
P51812,112111
P51813,107128
P51814,113418
P51816,108620
P51817,111599
P51825,110445
P51826,110096
P51828,106626
P51841,109241
P51843,106695
P51854,113890
P51857,112596
P51858,109318
P51861,107469
P51878,107288
P51884,110238
P51888,111540
P51911,107664
P51946,107342
P51948,110474
P51955,110826
P51956,110827
P51957,112663
P51959,107340
P51965,113172
P51970,110782
P51991,128670
P52179,114273
P52198,113810
P52209,111247
P52272,110751
P52292,110036
P52294,110034
P52298,116578
P52306,111845
P52333,109921
P52429,114096
P52434,111433
P52435,111435
P52564,111594
P52565,106889
P52566,106890
P52569,112433
P52594,109503
P52597,109426
P52630,112650
P52655,109212
P52657,109213
P52701,109211
P52732,110030
P52735,113253
P52736,113487
P52737,113490
P52738,113493
P52739,113485
P52742,113489
P52744,113492
P52746,113495
P52747,113496
P52756,115480
P52757,107548
P52758,115541
P52788,112495
P52789,109346
P52790,109348
P52797,108264
P52798,108265
P52799,108268
P52803,108266
P52815,112097
P52824,107979
P52848,109572
P52849,114081
P52888,112921
P52895,108013
P52907,107279
P52926,113763
P52943,107787
P52945,109860
P52948,110982
P52951,108907
P52952,107864
P52954,115903
P52961,106910
P53004,107113
P53007,112464
P53041,111528
P53350,111362
P53355,107982
P53365,117174
P53367,118084
P53370,116333
P53384,110762
P53396,106563
P53420,107683
P53539,108637
P53567,107483
P53582,116785
P53597,114330
P53602,110682
P53609,111250
P53611,111814
P53618,107710
P53621,107709
P53634,107502
P53667,110172
P53671,110173
P53672,107802
P53673,107803
P53674,107804
P53675,113854
P53677,116147
P53680,107589
P53701,109302
P53708,114088
P53778,112207
P53779,111588
P53801,107210
P53803,111436
P53804,113118
P53805,108161
P53814,112416
P53816,116317
P53985,112454
P53990,115141
P53992,114991
P53999,116127
P54098,111424
P54105,107617
P54108,115605
P54132,107110
P54136,111852
P54198,113141
P54219,112458
P54252,110433
P54253,112217
P54257,114480
P54259,108156
P54274,112872
P54277,111391
P54278,111404
P54284,107238
P54289,107235
P54296,114612
P54315,111408
P54317,111409
P54368,111000
P54577,114134
P54578,114551
P54619,111558
P54646,111550
P54652,109538
P54687,107061
P54707,106969
P54709,106973
P54725,111823
P54727,111824
P54750,111162
P54753,108363
P54756,108358
P54760,108364
P54762,108361
P54764,108357
P54793,106909
P54802,110750
P54803,108854
P54819,106707
P54821,111405
P54826,108889
P54829,124312
P54840,109253
P54845,110957
P54849,108327
P54851,108328
P54852,108329
P54855,113213
P54868,109401
P54886,111790
P54920,114305
P54922,106651
P55000,121409
P55001,110395
P55008,106702
P55010,108298
P55011,112447
P55017,112448
P55036,111683
P55039,108153
P55040,108937
P55042,112150
P55055,113222
P55056,106843
P55058,111374
P55060,107821
P55061,112868
P55064,106858
P55072,113258
P55073,108079
P55075,108544
P55081,110394
P55082,110396
P55083,110397
P55084,109282
P55085,108449
P55087,106857
P55089,113196
P55107,108931
P55145,113621
P55157,110641
P55160,109321
P55196,110447
P55197,113723
P55198,110448
P55199,113828
P55201,113614
P55209,110754
P55210,107290
P55211,107292
P55212,107289
P55259,109075
P55263,106644
P55265,106617
P55268,110107
P55273,107466
P55283,107437
P55285,107439
P55286,107441
P55287,107444
P55289,107445
P55290,107447
P55291,107448
P55316,108580
P55317,109411
P55318,109413
P55327,113016
P55344,110170
P55345,109511
P55347,111333
P55735,112296
P55769,110874
P55771,111117
P55773,112271
P55774,112265
P55786,114897
P55789,108939
P55795,109429
P55809,111059
P55822,112348
P55851,113198
P55854,112496
P55884,114211
P55895,111833
P55899,108511
P55916,113199
P55957,107106
P56134,114923
P56159,108942
P56177,108089
P56178,108093
P56179,108094
P56180,113031
P56181,110809
P56182,114137
P56192,110311
P56199,109879
P56202,107901
P56211,115994
P56270,110320
P56277,938528
P56278,110618
P56279,113783
P56282,111423
P56373,111063
P56377,114419
P56378,114928
P56381,106999
P56385,107005
P56470,110151
P56524,115106
P56537,109898
P56539,107307
P56545,107870
P56555,115570
P56556,110780
P56557,107212
P56559,115427
P56589,114076
P56597,113972
P56645,114386
P56693,112546
P56696,114580
P56703,113310
P56704,124599
P56705,119939
P56706,113314
P56730,114064
P56746,117296
P56747,114531
P56748,114530
P56749,114527
P56750,117667
P56817,117154
P56851,122100
P56856,119381
P56880,119070
P56915,126899
P56937,119563
P56945,114934
P56962,120346
P56975,115944
P57052,119845
P57053,3195446
P57054,119391
P57055,119794
P57057,119832
P57058,119035
P57059,127260
P57060,115380
P57071,122024
P57073,119036
P57075,119748
P57076,121187
P57077,121239
P57081,116001
P57082,114875
P57086,119434
P57087,121824
P57088,120462
P57103,112437
P57105,120614
P57678,119102
P57679,108422
P57682,119426
P57721,119851
P57723,121351
P57727,122236
P57729,117198
P57735,121377
P57737,122728
P57738,112848
P57739,114532
P57740,121386
P57764,122891
P57768,122051
P57771,124512
P57772,121953
P57773,123346
P57775,112364
P57789,119924
P57796,121324
P58004,123724
P58005,126817
P58012,107136
P58062,124174
P58107,123666
P58166,123742
P58215,124210
P58304,130813
P58317,113474
P58335,125602
P58340,110437
P58397,123584
P58400,114779
P58401,114780
P58417,119028
P58499,119895
P58505,119868
P58511,119872
P58546,126455
P58549,119795
P58557,119869
P58658,121863
P58753,125325
P58872,127820
P58876,109270
P59044,128114
P59046,124861
P59047,125965
P59190,132005
P59282,125786
P59533,111698
P59536,129242
P59538,129245
P59542,129249
P59544,129251
P59551,130733
P59665,"108031, 608786"
P59768,119933
P59780,115533
P59797,131519
P59817,126180
P59826,131704
P59923,131672
P59942,134995
P59990,131687
P59991,131684
P59998,"115400, 1529294"
P60002,124061
P60006,117412
P60022,108036
P60033,107413
P60059,117039
P60153,133570
P60174,113020
P60201,111368
P60228,109857
P60321,130871
P60323,131219
P60329,132135
P60331,132128
P60369,132133
P60409,132126
P60410,132132
P60411,"132127, 132129"
P60412,132129
P60468,116152
P60484,111700
P60508,135715
P60510,111523
P60520,116473
P60568,109773
P60602,126718
P60604,113175
P60660,110721
P60673,131350
P60709,106575
P60763,111819
P60827,133653
P60842,108289
P60852,116579
P60866,112138
P60880,112500
P60891,111615
P60893,119932
P60896,113692
P60900,111660
P60903,112189
P60953,107433
P60981,116223
P60983,109026
P61006,110382
P61009,121940
P61011,112607
P61018,119816
P61019,111800
P61020,111807
P61024,107582
P61026,116096
P61073,113607
P61077,113171
P61081,114504
P61086,109340
P61088,113182
P61106,119605
P61129,132014
P61158,115403
P61160,115404
P61163,115425
P61165,107204
P61201,114729
P61204,106872
P61218,111431
P61221,111986
P61224,111843
P61225,111847
P61236,123740
P61244,110319
P61247,112103
P61254,112073
P61266,125203
P61278,112628
P61289,115492
P61296,114850
P61313,112058
P61326,110290
P61328,108548
P61353,112074
P61371,109877
P61421,114564
P61457,111125
P61513,112087
P61586,106880
P61587,106883
P61599,119313
P61601,123839
P61604,109568
P61619,118968
P61626,110247
P61647,130764
P61758,113254
P61764,112681
P61769,107044
P61803,107973
P61812,112900
P61916,115828
P61923,116495
P61925,111556
P61927,112086
P61952,109053
P61956,112497
P61960,119616
P61962,115532
P61964,116272
P61966,107588
P61968,114113
P61970,115499
P61978,109431
P61981,113364
P62068,122327
P62070,116480
P62072,117723
P62079,115405
P62081,112115
P62136,111493
P62140,111494
P62166,116985
P62191,111673
P62195,111678
P62241,112116
P62244,112124
P62249,112131
P62253,113174
P62256,113176
P62258,113363
P62263,112122
P62266,112142
P62269,112136
P62273,112149
P62277,112121
P62280,112119
P62304,112519
P62306,112520
P62308,112521
P62310,118105
P62312,116328
P62314,112516
P62316,112517
P62318,112518
P62324,107159
P62328,112969
P62330,106877
P62333,111679
P62341,119693
P62380,114896
P62424,112050
P62487,111432
P62491,114299
P62495,108408
P62502,127644
P62508,108407
P62633,113387
P62699,119655
P62701,112105
P62714,111508
P62736,106574
P62745,106881
P62750,112067
P62753,112108
P62760,113286
P62805,"113899, 113955, 113956, 113957, 113958, 113959, 113960, 113961, 113962, 113963, 113964, 113966, 125732, 299853"
P62807,"109270, 113935, 113939, 113940, 113942, 113943"
P62820,111799
P62826,111837
P62829,114752
P62834,111841
P62837,113170
P62841,112123
P62847,112143
P62851,112144
P62854,"112145, 3193504"
P62857,112148
P62873,109044
P62875,111437
P62877,115301
P62879,109045
P62888,112075
P62891,112089
P62899,112079
P62906,110813
P62910,112080
P62913,112055
P62917,112052
P62937,111474
P62942,108570
P62945,112090
P62952,116110
P62979,112147
P62987,113159
P62993,109142
P62995,112332
P63000,111817
P63010,106672
P63027,112711
P63092,109040
P63096,109032
P63098,111526
P63104,113366
P63146,113168
P63151,111512
P63162,112522
P63165,113188
P63167,114206
P63172,112853
P63173,112088
