uniprot,biogrid
Q9BRP1,124032
Q9BRP4,123191
Q9BRP7,124890
Q9BRP8,124031
Q9BRQ0,124760
Q9BRQ3,124030
Q9BRQ4,124431
Q9BRQ6,124029
Q9BRQ8,124325
Q9BRR0,123230
Q9BRR3,124028
Q9BRR6,123643
Q9BRR8,120406
Q9BRR9,122140
Q9BRS2,123743
Q9BRS8,120604
Q9BRT2,124026
Q9BRT3,124025
Q9BRT6,124024
Q9BRT8,120970
Q9BRT9,124023
Q9BRU2,121209
Q9BRU9,124021
Q9BRV3,121020
Q9BRV8,123136
Q9BRX2,119818
Q9BRX5,122295
Q9BRX8,124020
Q9BRX9,124019
Q9BRY0,119011
Q9BRZ2,123596
Q9BS16,122063
Q9BS18,117372
Q9BS26,116704
Q9BS31,122414
Q9BS34,125029
Q9BS40,121252
Q9BS86,116240
Q9BS91,120361
Q9BSA4,125087
Q9BSA9,124013
Q9BSB4,121948
Q9BSC4,123023
Q9BSD3,123729
Q9BSD7,124011
Q9BSE2,124010
Q9BSE4,122114
Q9BSE5,122909
Q9BSF0,124008
Q9BSF4,124736
Q9BSF8,124007
Q9BSG0,124006
Q9BSG1,113381
Q9BSG5,123678
Q9BSH3,124003
Q9BSH4,119377
Q9BSH5,123632
Q9BSI4,117660
Q9BSJ1,124248
Q9BSJ2,116055
Q9BSJ5,120358
Q9BSJ6,119983
Q9BSJ8,116927
Q9BSK0,123750
Q9BSK1,124246
Q9BSK2,124002
Q9BSK4,120699
Q9BSL1,115691
Q9BSM1,124243
Q9BSQ5,123696
Q9BSR8,123999
Q9BST9,112156
Q9BSU1,123204
Q9BSU3,124254
Q9BSV6,122505
Q9BSW2,124247
Q9BSW7,119717
Q9BSY4,123996
Q9BSY9,119235
Q9BT04,123171
Q9BT09,115934
Q9BT17,124916
Q9BT22,121033
Q9BT23,123306
Q9BT25,125017
Q9BT30,123993
Q9BT40,119720
Q9BT43,123992
Q9BT49,123298
Q9BT56,123297
Q9BT67,123296
Q9BT73,123989
Q9BT76,123295
Q9BT78,119324
Q9BT81,123691
Q9BT88,116815
Q9BT92,123987
Q9BTA9,119473
Q9BTC0,116266
Q9BTC8,121568
Q9BTD8,122588
Q9BTE0,117582
Q9BTE1,124110
Q9BTE3,122976
Q9BTE6,"123290, 3190353"
Q9BTE7,123986
Q9BTF0,123287
Q9BTK6,122672
Q9BTL3,123704
Q9BTL4,114959
Q9BTM1,120884
Q9BTM9,123542
Q9BTN0,122664
Q9BTP6,122663
Q9BTP7,124833
Q9BTT0,123548
Q9BTT4,123974
Q9BTT6,120522
Q9BTU6,120639
Q9BTV4,122601
Q9BTV5,122600
Q9BTV6,124971
Q9BTV7,123628
Q9BTW9,112767
Q9BTX1,120831
Q9BTX3,118868
Q9BTX7,122598
Q9BTY2,108795
Q9BTY7,119398
Q9BTZ2,116107
Q9BU02,122595
Q9BU19,120789
Q9BU20,122652
Q9BU23,124811
Q9BU40,124885
Q9BU61,117419
Q9BU64,122589
Q9BU70,119593
Q9BU76,122586
Q9BU79,122579
Q9BU89,123662
Q9BUA3,126827
Q9BUA6,125022
Q9BUB4,117081
Q9BUB5,114138
Q9BUB7,120305
Q9BUD6,115686
Q9BUE0,120156
Q9BUE6,123569
Q9BUF5,124148
Q9BUF7,124940
Q9BUG6,122567
Q9BUH6,130343
Q9BUH8,121647
Q9BUI4,115868
Q9BUJ0,117383
Q9BUJ2,116281
Q9BUK0,122564
Q9BUK6,120457
Q9BUL5,122561
Q9BUL8,116400
Q9BUL9,120255
Q9BUN5,122560
Q9BUN8,122559
Q9BUP0,123216
Q9BUP3,115804
Q9BUQ8,114811
Q9BUR4,120440
Q9BUR5,122556
Q9BUT1,121228
Q9BUT9,124055
Q9BUU2,122539
Q9BUV0,121332
Q9BUV8,121015
Q9BUW7,122542
Q9BUX1,122541
Q9BUY5,122536
Q9BUY7,124670
Q9BUZ4,114979
Q9BV10,122535
Q9BV19,122528
Q9BV20,123973
Q9BV23,121508
Q9BV29,124713
Q9BV35,122533
Q9BV36,122531
Q9BV38,121517
Q9BV40,114221
Q9BV44,117420
Q9BV47,122457
Q9BV57,120547
Q9BV68,120790
Q9BV73,116360
Q9BV79,119291
Q9BV81,123656
Q9BV86,118810
Q9BV87,117955
Q9BV90,122752
Q9BV94,120859
Q9BV97,122437
Q9BV99,122446
Q9BVA0,115588
Q9BVA1,131483
Q9BVA6,116324
Q9BVC3,122526
Q9BVC4,122113
Q9BVC5,122525
Q9BVC6,122524
Q9BVG3,120518
Q9BVG4,119416
Q9BVG8,110002
Q9BVG9,123499
Q9BVH7,123600
Q9BVI0,119393
Q9BVI4,122508
Q9BVJ6,116026
Q9BVJ7,120275
Q9BVK2,122511
Q9BVK6,120115
Q9BVK8,115698
Q9BVL2,115157
Q9BVL4,123706
Q9BVM2,117415
Q9BVM4,124581
Q9BVN2,117155
Q9BVP2,117690
Q9BVQ7,122496
Q9BVS4,120896
Q9BVS5,120338
Q9BVT8,123686
Q9BVV2,122493
Q9BVV6,115130
Q9BVV7,118859
Q9BVW5,120300
Q9BVW6,122492
Q9BVX2,122490
Q9BW04,122545
Q9BW11,123658
Q9BW19,110031
Q9BW27,122985
Q9BW30,119673
Q9BW60,122312
Q9BW61,122485
Q9BW62,123851
Q9BW66,119604
Q9BW71,114053
Q9BW72,128172
Q9BW83,116210
Q9BW85,120827
Q9BW91,119744
Q9BW92,123188
Q9BWC9,118952
Q9BWD1,106557
Q9BWD3,117530
Q9BWE0,118927
Q9BWF2,115581
Q9BWF3,111871
Q9BWG4,128006
Q9BWG6,122476
Q9BWH2,122440
Q9BWH6,117487
Q9BWJ5,123645
Q9BWK5,122467
Q9BWL3,117416
Q9BWM5,120791
Q9BWM7,123605
Q9BWN1,122465
Q9BWP8,122460
Q9BWQ6,122463
Q9BWQ8,116659
Q9BWS9,122451
Q9BWT1,123792
Q9BWT3,122338
Q9BWT6,123852
Q9BWT7,118908
Q9BWU0,116605
Q9BWU1,116725
Q9BWV1,124859
Q9BWV3,123540
Q9BWV7,123798
Q9BWW4,117175
Q9BWW8,123323
Q9BWX1,119594
Q9BWX5,126640
Q9BX10,120097
Q9BX26,115660
Q9BX40,127252
Q9BX46,128744
Q9BX51,124906
Q9BX59,120395
Q9BX63,123841
Q9BX66,115831
Q9BX67,123734
Q9BX68,124200
Q9BX69,124193
Q9BX70,120778
Q9BX73,123790
Q9BX74,123824
Q9BX79,122110
Q9BX82,121626
Q9BX93,124170
Q9BX95,123508
Q9BX97,123668
Q9BXA5,121179
Q9BXA6,123835
Q9BXA7,123825
Q9BXA9,118043
Q9BXB1,120644
Q9BXB4,125386
Q9BXB5,125385
Q9BXC0,118073
Q9BXC9,107059
Q9BXD5,123344
Q9BXF3,118176
Q9BXF6,117518
Q9BXF9,122203
Q9BXG8,124175
Q9BXH1,118009
Q9BXI2,123796
Q9BXI3,124149
Q9BXI6,123787
Q9BXI9,125393
Q9BXJ0,125392
Q9BXJ1,125388
Q9BXJ2,125394
Q9BXJ3,125391
Q9BXJ4,125390
Q9BXJ5,125389
Q9BXJ7,123571
Q9BXJ8,123777
Q9BXJ9,123146
Q9BXK1,123771
Q9BXK5,117285
Q9BXL5,120641
Q9BXL6,122540
Q9BXL7,124073
Q9BXL8,120367
Q9BXM0,121739
Q9BXM7,122376
Q9BXM9,123772
Q9BXN2,122206
Q9BXN6,122224
Q9BXP2,121311
Q9BXP5,119626
Q9BXP8,121951
Q9BXQ6,118172
Q9BXR0,123623
Q9BXR5,123585
Q9BXR6,123503
Q9BXS0,124143
Q9BXS1,124870
Q9BXS4,114904
Q9BXS5,114421
Q9BXS6,119376
Q9BXS9,122373
Q9BXT4,121098
Q9BXT5,121088
Q9BXT6,119963
Q9BXT8,121096
Q9BXU1,121097
Q9BXU3,121091
Q9BXU7,123764
Q9BXU8,119822
Q9BXU9,123732
Q9BXV9,124114
Q9BXW4,136855
Q9BXW6,125379
Q9BXW7,118173
Q9BXW9,108474
Q9BXX0,123848
Q9BXX2,131923
Q9BXX3,124793
Q9BXY0,124134
Q9BXY4,124315
Q9BXY8,124218
Q9BY07,121791
Q9BY08,124173
Q9BY11,119018
Q9BY12,119067
Q9BY14,123703
Q9BY27,124488
Q9BY32,109909
Q9BY41,120968
Q9BY42,119578
Q9BY43,118852
Q9BY44,123822
Q9BY49,120932
Q9BY50,124756
Q9BY66,113891
Q9BY67,117218
Q9BY71,123511
Q9BY76,119316
Q9BY77,123998
Q9BY78,122549
Q9BY84,123321
Q9BY89,124506
Q9BYB0,124487
Q9BYB4,120061
Q9BYC2,122037
Q9BYC5,108806
Q9BYC8,122368
Q9BYC9,120374
Q9BYD1,118817
Q9BYD2,122370
Q9BYD3,119264
Q9BYD6,122371
Q9BYD9,124111
Q9BYE2,123845
Q9BYE3,124171
Q9BYE4,112584
Q9BYE7,123896
Q9BYE9,120179
Q9BYF1,121864
Q9BYG0,123846
Q9BYG3,124066
Q9BYG4,124135
Q9BYG5,124145
Q9BYG8,121101
Q9BYH8,122139
Q9BYI3,124188
Q9BYJ0,123799
Q9BYJ1,121886
Q9BYJ4,119809
Q9BYJ9,120257
Q9BYK8,124528
Q9BYL1,126661
Q9BYM8,115862
Q9BYN0,126716
Q9BYN7,124344
Q9BYN8,122356
Q9BYP7,122422
Q9BYP9,123614
Q9BYQ0,123812
Q9BYQ2,124444
Q9BYQ3,123811
Q9BYQ4,123810
Q9BYQ6,575632
Q9BYR5,124455
Q9BYR6,124457
Q9BYR7,123808
Q9BYR8,123807
Q9BYR9,124458
Q9BYS1,123806
Q9BYS8,122668
Q9BYT1,121984
Q9BYT3,122426
Q9BYT8,121555
Q9BYT9,122027
Q9BYU1,123272
Q9BYV1,122342
Q9BYV2,121415
Q9BYV6,124194
Q9BYV8,125173
Q9BYV9,121913
Q9BYW1,122454
Q9BYW2,118845
Q9BYX2,120637
Q9BYX4,122082
Q9BYZ2,124950
Q9BYZ6,116828
Q9BYZ8,123843
Q9BZ11,123243
Q9BZ23,123079
Q9BZ29,116930
Q9BZ67,123761
Q9BZ71,123636
Q9BZ72,121653
Q9BZ76,123011
Q9BZ95,120250
Q9BZA7,118142
Q9BZA8,123635
Q9BZB8,122202
Q9BZC1,121213
Q9BZC7,106538
Q9BZD2,120597
Q9BZD4,123673
Q9BZD6,122514
Q9BZD7,122515
Q9BZE0,124182
Q9BZE1,119410
Q9BZE2,123665
Q9BZE3,121195
Q9BZE4,117104
Q9BZE7,124168
Q9BZE9,122516
Q9BZF1,125383
Q9BZF2,125382
Q9BZF3,125381
Q9BZF9,120392
Q9BZG1,123784
Q9BZG8,108135
Q9BZH6,120839
Q9BZI7,122396
Q9BZJ0,119487
Q9BZJ4,119645
Q9BZJ8,123786
Q9BZK7,122834
Q9BZL1,121872
Q9BZL3,124436
Q9BZL4,120144
Q9BZL6,117384
Q9BZM1,123539
Q9BZM4,122673
Q9BZM5,123240
Q9BZM6,123241
Q9BZP6,118039
Q9BZQ2,123561
Q9BZQ4,116693
Q9BZQ6,123207
Q9BZQ8,125515
Q9BZR6,122388
Q9BZR8,122658
Q9BZR9,123541
Q9BZS1,119170
Q9BZV1,123263
Q9BZV2,123266
Q9BZW5,119747
Q9BZW7,123267
Q9BZW8,119709
Q9BZX2,113217
Q9BZX4,127418
Q9BZY9,116257
Q9BZZ5,114109
Q9C000,116529
Q9C002,124071
Q9C004,123599
Q9C005,124181
Q9C009,125147
Q9C010,111557
Q9C019,124626
Q9C026,125280
Q9C029,123579
Q9C030,125596
Q9C035,124491
Q9C037,124585
Q9C040,116910
Q9C073,123522
Q9C075,117467
Q9C086,123646
Q9C091,123059
Q9C093,123002
Q9C098,124530
Q9C099,124531
Q9C0A0,124532
Q9C0A1,124533
Q9C0A6,120505
Q9C0B0,124536
Q9C0B1,122520
Q9C0B2,124537
Q9C0B5,117422
Q9C0B6,121768
Q9C0B7,122747
Q9C0B9,120225
Q9C0C2,124540
Q9C0C4,120254
Q9C0C6,124541
Q9C0C7,120765
Q9C0C9,121973
Q9C0D0,128746
Q9C0D2,124543
Q9C0D3,122820
Q9C0D4,124544
Q9C0D5,124545
Q9C0D7,124547
Q9C0D9,124549
Q9C0E2,122138
Q9C0E4,123330
Q9C0E8,123333
Q9C0F0,123314
Q9C0F1,123315
Q9C0F3,123316
Q9C0G0,120767
Q9C0G6,108107
Q9C0H2,123277
Q9C0H5,123278
Q9C0H6,121035
Q9C0H9,123275
Q9C0I1,120032
Q9C0I3,134948
Q9C0I9,123226
Q9C0J1,122657
Q9C0J8,120620
Q9C0J9,122654
Q9C0K0,122343
Q9C0K1,122072
Q9C0K3,576126
Q9C0K7,120668
Q9GZK4,117800
Q9GZL7,120877
Q9GZM3,"128910, 139239"
Q9GZM5,117370
Q9GZM6,129481
Q9GZM7,122078
Q9GZM8,123527
Q9GZN1,122179
Q9GZN2,"121908, 1529332"
Q9GZN4,122036
Q9GZN7,122769
Q9GZN8,120312
Q9GZP0,123223
Q9GZP1,123077
Q9GZP4,121363
Q9GZP7,121440
Q9GZP8,122043
Q9GZP9,119216
Q9GZQ3,118812
Q9GZQ4,121250
Q9GZQ8,123565
Q9GZR1,117517
Q9GZR2,121375
Q9GZR5,112661
Q9GZR7,121353
Q9GZS0,122183
Q9GZS1,122173
Q9GZS3,123255
Q9GZT3,123624
Q9GZT4,121963
Q9GZT5,123238
Q9GZT6,121923
Q9GZT8,121922
Q9GZT9,120060
Q9GZU0,123568
Q9GZU1,121441
Q9GZU2,111204
Q9GZU3,120425
Q9GZU5,121934
Q9GZU7,121804
Q9GZU8,123067
Q9GZV1,117669
Q9GZV3,121915
Q9GZV4,121162
Q9GZV5,117434
Q9GZV8,122025
Q9GZV9,113748
Q9GZW8,121808
Q9GZX3,110334
Q9GZX5,121889
Q9GZX6,119096
Q9GZX7,121497
Q9GZX9,121338
Q9GZY0,"121026, 608771"
Q9GZY4,120862
Q9GZY6,113301
Q9GZY8,121271
Q9GZZ0,109471
Q9GZZ1,123185
Q9GZZ7,122057
Q9GZZ8,124659
Q9GZZ9,122964
Q9H000,117142
Q9H008,122044
Q9H009,131183
Q9H013,114267
Q9H015,112470
Q9H019,121106
Q9H040,123817
Q9H061,123966
Q9H063,123965
Q9H069,123652
Q9H074,115851
Q9H078,123531
Q9H079,122873
Q9H081,122474
Q9H082,123654
Q9H089,120622
Q9H093,123581
Q9H094,123958
Q9H095,123957
Q9H098,123705
Q9H0A0,120521
Q9H0A6,126622
Q9H0A8,120279
Q9H0A9,123955
Q9H0B3,123276
Q9H0B6,122313
Q9H0B8,123739
Q9H0C2,123649
Q9H0C5,119740
Q9H0C8,123343
Q9H0D6,116483
Q9H0E2,119978
Q9H0E3,122735
Q9H0E7,123890
Q9H0E9,116108
Q9H0F5,127416
Q9H0F6,123608
Q9H0F7,123889
Q9H0G5,123876
Q9H0H0,121572
Q9H0H3,122162
Q9H0H5,118892
Q9H0I2,123875
Q9H0I3,118843
Q9H0I9,123871
Q9H0J4,123869
Q9H0J9,122274
Q9H0K1,116840
Q9H0K6,123650
Q9H0L4,116881
Q9H0M0,116243
Q9H0M4,120381
Q9H0N0,123878
Q9H0N5,123893
Q9H0P0,119408
Q9H0Q0,123517
Q9H0Q3,119799
Q9H0R1,120863
Q9H0R3,123860
Q9H0R4,123859
Q9H0R5,108905
Q9H0R6,120566
Q9H0R8,117223
Q9H0S4,119375
Q9H0T7,122128
Q9H0U3,123856
Q9H0U4,123619
Q9H0U6,118846
Q9H0U9,113110
Q9H0V1,122167
Q9H0V9,123525
Q9H0W5,123838
Q9H0W7,123687
Q9H0W8,121029
Q9H0W9,118794
Q9H0X4,123837
Q9H0X6,608244
Q9H0X9,125380
Q9H0Y0,123745
Q9H0Z9,120710
Q9H106,126140
Q9H112,126748
Q9H114,126157
Q9H115,121983
Q9H116,122164
Q9H147,125472
Q9H156,124160
Q9H158,121075
Q9H159,118390
Q9H160,109834
Q9H161,121938
Q9H165,119737
Q9H169,123515
Q9H171,123349
Q9H172,122083
Q9H173,122145
Q9H175,123528
Q9H190,118007
Q9H1A3,119297
Q9H1A4,122229
Q9H1B4,121023
Q9H1B5,122081
Q9H1B7,122101
Q9H1C0,121385
Q9H1C3,123660
Q9H1C4,123557
Q9H1C7,124070
Q9H1D0,120683
Q9H1D9,115866
Q9H1E1,124179
Q9H1E3,122238
Q9H1E5,121120
Q9H1F0,126725
Q9H1H1,127232
Q9H1H9,122019
Q9H1I8,123921
Q9H1J1,122397
Q9H1J5,113315
Q9H1J7,123348
Q9H1K0,122084
Q9H1K1,117038
Q9H1K4,123744
Q9H1K6,121865
Q9H1M0,120184
Q9H1M4,126734
Q9H1N7,119208
Q9H1P3,115216
Q9H1Q7,122284
Q9H1R2,126164
Q9H1R3,124494
Q9H1U9,124902
Q9H1X1,128723
Q9H1X3,"139240, 139267"
Q9H1Y0,114859
Q9H1Y3,117131
Q9H1Z4,122259
Q9H1Z8,124069
Q9H1Z9,123795
Q9H201,120369
Q9H204,123219
Q9H209,129519
Q9H211,123555
Q9H213,118807
Q9H221,122125
Q9H222,122124
Q9H223,119054
Q9H227,121753
Q9H228,119793
Q9H237,122316
Q9H239,122566
Q9H244,122309
Q9H246,123526
Q9H251,122042
Q9H254,121751
Q9H255,123434
Q9H257,122094
Q9H267,117659
Q9H269,122220
Q9H270,120930
Q9H293,122310
Q9H295,123504
Q9H299,123644
Q9H2A2,122204
Q9H2A3,122020
Q9H2A7,121805
Q9H2A9,122148
Q9H2B2,112724
Q9H2B4,116071
Q9H2C0,113800
Q9H2C2,122307
Q9H2C8,129462
Q9H2D1,123352
Q9H2D6,116261
Q9H2E6,121612
Q9H2F3,123208
Q9H2F5,123227
Q9H2F9,123235
Q9H2G2,115096
Q9H2G4,122034
Q9H2G9,114118
Q9H2H8,119820
Q9H2H9,123509
Q9H2J1,124435
Q9H2J4,122497
Q9H2J7,120426
Q9H2K0,128525
Q9H2K2,123257
Q9H2K8,119490
Q9H2L4,124434
Q9H2L5,123820
Q9H2M3,117245
Q9H2M9,117317
Q9H2P0,116967
Q9H2P9,119637
Q9H2R5,120715
Q9H2S1,109982
Q9H2S5,123258
Q9H2S6,122062
Q9H2S9,122146
Q9H2T7,122341
Q9H2U1,128022
Q9H2U2,117979
Q9H2U9,114292
Q9H2V7,123836
Q9H2W6,117757
Q9H2X0,114198
Q9H2X3,115615
Q9H2X6,118815
Q9H2X9,121538
Q9H2Y7,122154
Q9H2Y9,123587
Q9H300,120678
Q9H305,118998
Q9H306,122039
Q9H307,111412
Q9H310,121390
Q9H313,121494
Q9H324,123586
Q9H329,120044
Q9H330,117237
Q9H334,117989
Q9H336,123725
Q9H361,111079
Q9H3C7,122977
Q9H3D4,114181
Q9H3E2,123802
Q9H3F6,123803
Q9H3G5,120000
Q9H3H1,120161
Q9H3H3,123702
Q9H3H5,108133
Q9H3H9,126630
Q9H3J6,124847
Q9H3K2,117980
Q9H3K6,"139268, 576388"
Q9H3L0,118097
Q9H3M0,109956
Q9H3M7,115872
Q9H3M9,124954
Q9H3N1,123510
Q9H3P2,113307
Q9H3P7,122262
Q9H3Q1,117115
Q9H3Q3,122052
Q9H3R0,116712
Q9H3R2,121177
Q9H3R5,122355
Q9H3S1,122108
Q9H3S3,123345
Q9H3S4,117952
Q9H3S5,125010
Q9H3S7,117430
Q9H3T2,115762
Q9H3U1,120986
Q9H3U5,122263
Q9H3U7,122056
Q9H3V2,122120
Q9H3W5,120095
Q9H3Y0,126761
Q9H3Y6,112603
Q9H3Z4,123242
Q9H3Z7,126662
Q9H400,120264
Q9H410,123045
Q9H422,115420
Q9H425,124327
Q9H426,126676
Q9H444,126170
Q9H446,119518
Q9H461,113921
Q9H467,122475
Q9H469,122593
Q9H477,122046
Q9H479,122075
Q9H488,117056
Q9H490,126171
Q9H492,124137
Q9H496,127870
Q9H497,122112
Q9H4A3,122403
Q9H4A4,111978
Q9H4A5,120500
Q9H4A6,122048
Q9H4A9,122097
Q9H4B0,122095
Q9H4B4,107663
Q9H4B6,121917
Q9H4B7,123347
Q9H4B8,122099
Q9H4D0,122049
Q9H4D5,121025
Q9H4E5,121499
Q9H4E7,119099
Q9H4F1,117992
Q9H4F8,122055
Q9H4G0,108350
Q9H4G1,126159
Q9H4G4,127417
Q9H4H8,123547
Q9H4I0,568137
Q9H4I2,116688
Q9H4I3,123218
Q9H4I8,128960
Q9H4I9,124866
Q9H4K1,117581
Q9H4K7,117590
Q9H4L4,117594
Q9H4L5,117497
Q9H4L7,121244
Q9H4M3,125038
Q9H4M7,121697
Q9H4M9,116138
Q9H4P4,115488
Q9H4Q3,121879
Q9H4Q4,121878
Q9H4T2,123252
Q9H4W6,128985
Q9H4X1,118805
Q9H4Y5,125638
Q9H4Z2,121994
Q9H4Z3,122003
Q9H501,119620
Q9H553,124493
Q9H568,123530
Q9H579,126660
Q9H582,123913
Q9H583,120433
Q9H596,121980
Q9H598,126644
Q9H5F2,122286
Q9H5H4,122839
Q9H5I1,122838
Q9H5J0,122933
Q9H5J4,122522
Q9H5J8,122548
Q9H5K3,123942
Q9H5L6,122840
Q9H5N1,122962
Q9H5Q4,122106
Q9H5V7,122147
Q9H5V8,122336
Q9H5V9,122000
Q9H5X1,123939
Q9H5Z1,121945
Q9H5Z6,122934
Q9H607,122759
Q9H609,122594
Q9H611,123122
Q9H633,122981
Q9H649,121978
Q9H668,123054
Q9H672,126613
Q9H693,942861
Q9H694,123119
Q9H6A0,123030
Q9H6A9,134447
Q9H6B4,122919
Q9H6D3,120423
Q9H6D7,120270
Q9H6D8,122314
Q9H6E4,122966
Q9H6E5,122325
Q9H6F2,122504
Q9H6F5,122529
Q9H6H4,123253
Q9H6I2,122134
Q9H6J7,122543
Q9H6K1,122282
Q9H6K4,123176
Q9H6L2,311393
Q9H6L4,122766
Q9H6L5,119969
Q9H6P5,120757
Q9H6Q3,123928
Q9H6Q4,122176
Q9H6R0,121247
Q9H6R3,122745
Q9H6R4,122391
Q9H6R6,122177
Q9H6R7,123217
Q9H6S0,122321
Q9H6S1,122142
Q9H6S3,122297
Q9H6T0,123061
Q9H6T3,122783
Q9H6U6,120182
Q9H6U8,122893
Q9H6W3,122818
Q9H6X2,123924
Q9H6X4,123167
Q9H6X5,123923
Q9H6Y2,120203
Q9H6Y5,122995
Q9H6Y7,117477
Q9H6Z4,114070
Q9H6Z9,125185
Q9H706,122275
Q9H707,122913
Q9H714,123162
Q9H741,122892
Q9H765,126614
Q9H772,122150
Q9H773,122527
Q9H777,120694
Q9H788,121977
Q9H790,122299
Q9H792,122926
Q9H799,122413
Q9H7B2,123917
Q9H7B4,122268
Q9H7B7,123113
Q9H7C4,123502
Q9H7C9,118795
Q9H7D0,123062
Q9H7D7,123195
Q9H7E2,123514
Q9H7E9,122420
Q9H7F0,122719
Q9H7F4,122555
Q9H7H0,122261
Q9H7J1,124753
Q9H7L9,122174
Q9H7M6,122412
Q9H7M9,122071
Q9H7N4,121834
Q9H7P6,124621
Q9H7P9,122330
Q9H7S9,123134
Q9H7T9,122471
Q9H7U1,119968
Q9H7V2,123022
Q9H7X2,122870
Q9H7X3,123015
Q9H7X7,122300
Q9H7Y0,122855
Q9H7Z3,120373
Q9H7Z6,123914
Q9H7Z7,123135
Q9H808,122911
Q9H813,120539
Q9H814,119734
Q9H816,122331
Q9H819,128416
Q9H832,122419
Q9H840,122869
Q9H845,118799
Q9H857,122353
Q9H867,122744
Q9H869,120540
Q9H871,122303
Q9H875,122824
Q9H892,120307
Q9H898,122819
Q9H8E8,121485
Q9H8G1,123206
Q9H8G2,122971
Q9H8H0,117426
Q9H8H2,122302
Q9H8H3,117366
Q9H8J5,120101
Q9H8K7,123064
Q9H8L6,122907
Q9H8M1,123186
Q9H8M2,122430
Q9H8M5,120162
Q9H8M7,123069
Q9H8M9,123910
Q9H8N7,120983
Q9H8P0,122772
Q9H8S9,120527
Q9H8T0,122157
Q9H8U3,121958
Q9H8V3,108223
Q9H8W3,121970
Q9H8W4,122791
Q9H8W5,123205
Q9H8X2,122279
Q9H8X9,122935
Q9H8Y1,120530
Q9H8Y5,120443
Q9H8Y8,117479
Q9H900,120376
Q9H902,122377
Q9H903,137092
Q9H910,124774
Q9H920,120585
Q9H930,125019
Q9H936,122862
Q9H939,114512
Q9H944,114862
Q9H967,123035
Q9H972,121959
Q9H974,122812
Q9H977,123853
Q9H981,125062
Q9H992,122319
Q9H993,122754
Q9H999,122774
Q9H9A5,117411
Q9H9A6,120770
Q9H9A7,123066
Q9H9B1,122908
Q9H9B4,125107
Q9H9C1,121974
Q9H9D4,122894
Q9H9E1,121758
Q9H9E3,117365
Q9H9F9,122993
Q9H9G7,128177
Q9H9H4,122836
Q9H9J2,122389
Q9H9J4,123904
Q9H9L3,123618
Q9H9L4,120274
Q9H9L7,122775
Q9H9P5,122243
Q9H9P8,123016
Q9H9Q2,122237
Q9H9Q4,122931
Q9H9R9,122478
Q9H9S0,123000
Q9H9S3,120475
Q9H9S4,123552
Q9H9S5,122565
Q9H9T3,120444
Q9H9V4,122936
Q9H9V9,122393
Q9H9Y2,123133
Q9H9Y4,120104
Q9H9Y6,123926
Q9H9Z2,122842
Q9HA38,122151
Q9HA47,123681
Q9HA64,122797
Q9HA65,122849
Q9HA77,122730
Q9HA82,122740
Q9HA90,122918
Q9HA92,120598
Q9HAB3,122725
Q9HAB8,122833
Q9HAC7,122883
Q9HAC8,123073
Q9HAD4,120546
Q9HAF1,122280
Q9HAH1,123082
Q9HAH7,122132
Q9HAI6,123194
Q9HAJ7,122808
Q9HAK2,122221
Q9HAN9,122308
Q9HAP2,116544
Q9HAP6,122079
Q9HAQ2,122086
Q9HAR2,116882
Q9HAS0,122087
Q9HAS3,122045
Q9HAT0,120138
Q9HAT1,122860
Q9HAT2,119945
Q9HAT8,121417
Q9HAU0,119982
Q9HAU4,122265
Q9HAU5,117490
Q9HAU8,121399
Q9HAV0,121887
Q9HAV4,121574
Q9HAV5,121904
Q9HAV7,123210
Q9HAW0,120578
Q9HAW4,122015
Q9HAW7,120055
Q9HAW8,120053
Q9HAY2,122067
Q9HAY6,119790
Q9HAZ1,121501
Q9HAZ2,122023
Q9HB03,123637
Q9HB09,123692
Q9HB14,121171
Q9HB19,121881
Q9HB20,122427
Q9HB21,121880
Q9HB29,114336
Q9HB40,121884
Q9HB58,109657
Q9HB63,121866
Q9HB65,123198
Q9HB71,118001
Q9HB75,120645
Q9HB89,115600
Q9HB90,122074
Q9HB96,108475
Q9HBA0,121883
Q9HBA9,128556
Q9HBB8,119810
Q9HBD1,120029
Q9HBE1,117133
Q9HBE4,121857
Q9HBE5,119095
Q9HBF4,119749
Q9HBG4,119097
Q9HBG6,120882
Q9HBG7,110241
Q9HBH0,120004
Q9HBH1,122085
Q9HBH5,121698
Q9HBH7,120961
Q9HBH9,109130
Q9HBI0,122059
Q9HBI1,118912
Q9HBI5,121516
Q9HBI6,121790
Q9HBJ0,115981
Q9HBJ7,121696
Q9HBJ8,121500
Q9HBK9,121513
Q9HBL0,112999
Q9HBL6,121510
Q9HBL7,120950
Q9HBL8,121509
Q9HBM0,120736
Q9HBM1,121507
Q9HBM6,119639
Q9HBR0,125874
Q9HBT6,118200
Q9HBT7,121490
Q9HBT8,121489
Q9HBU1,121031
Q9HBU6,120680
Q9HBU9,122053
Q9HBV1,122102
Q9HBV2,123591
Q9HBW0,114611
Q9HBW1,122061
Q9HBW9,122076
Q9HBX8,121893
Q9HBX9,121891
Q9HBY8,115416
Q9HBZ2,115244
Q9HC07,120960
Q9HC10,114782
Q9HC16,121920
Q9HC21,121903
Q9HC23,121950
Q9HC24,119653
Q9HC29,122077
Q9HC35,118169
Q9HC36,120477
Q9HC38,119237
Q9HC44,121896
Q9HC52,121487
Q9HC56,111134
Q9HC57,121803
